codigo_dane,departamento,municipio,subregion,habitantes,temperatura_promedio,altura,gentilicio,bandera_url,alcalde,correo_alcalde
19318,Cauca,Guapi,,,,,,,GIL MILENA GRUESO ROMERO,despachoalcalde@guapi-cauca.gov.co
19355,Cauca,Inzá,,,,,,,GELMIS CHATE RIVERA,alcaldia@inza-cauca.gov.co
19364,Cauca,Jambaló,,,,,,,LIDA EMILSE PAZ LABIO,alcaldia@jambalo-cauca.gov.co
19392,Cauca,La Sierra,,,,,,,MANUEL FERNANDO GUERRERO ORTEGA,alcaldia@lasierra-cauca.gov.co
19397,Cauca,La Vega,,,,,,,ALEX YAMID RAMOS MUÑOZ,alcaldia@lavega-cauca.gov.co
19418,Cauca,López,,,,,,,,
19450,Cauca,Mercaderes,,,,,,,EDILSON GÓMEZ BALANTA,contactenos@mercaderes-cauca.gov.co
19455,Cauca,Miranda,,,,,,,WALTER ZUÑIGA BARONA,alcaldia@miranda-cauca.gov.co
19473,Cauca,Morales,,,,,,,OSCAR YAMIT GUACHETA ARRUBLA,contactenos@morales-cauca.gov.co
19513,Cauca,Padilla,,,,,,,AIDE ROMERO GONZALIAS,alcaldia@padilla-cauca.gov.co
19517,Cauca,Paez,,,,,,,HUGO JAVIER MUÑOZ ACHIPIZ,contactenos@paez-cauca.gov.co
19532,Cauca,Patía,,,,,,,JHON JAIRO FUENTES QUINAYAS,contactenos@patia-cauca.gov.co
19533,Cauca,Piamonte,,,,,,,ESNEIDER ARTUNDUAGA DAZA,alcaldia@piamonte-cauca.gov.co
19548,Cauca,Piendamó,,,,,,,JOHN FREIMAN URBANO URRUTIA,alcaldia@piendamo-cauca.gov.co
19573,Cauca,Puerto Tejada,,,,,,,LUZ ADIELA SALAZAR GÓMEZ,despachoalcalde@puertotejada.gov.co
19585,Cauca,Puracé,,,,,,,JORGE ARMANDO ANDRADE MOLANO,contactenos@purace-cauca.gov.co
19622,Cauca,Rosas,,,,,,,MARCO ANTONIO ROJAS CARVAJAL,alcaldia@rosas-cauca.gov.co
19693,Cauca,San Sebastián,,,,,,,PAHOLA ELENA ORDOÑEZ CERON,alcaldia@sansebastian-cauca.gov.co
19701,Cauca,Santa Rosa,,,,,,,EDUARDO ALFREDO JIMENEZ BAMBAGUE,contactenos@santarosa-cauca.gov.co
19698,Cauca,Santander de Quilichao,,,,,,,LUIS EDUARDO GRIJALBA MUÑOZ,alcaldia@santanderdequilichao-cauca.gov.co
19743,Cauca,Silvia,,,,,,,JUAN CARLOS LÓPEZ MORALES,contactenos@silvia-cauca.gov.co
19760,Cauca,Sotara,,,,,,,JAIME ALBERTO MARTINEZ BOLAÑOS,alcaldia@sotara-cauca.gov.co
19780,Cauca,Suárez,,,,,,,CESAR LIZARDO CERON GALINDO,contactenos@suarez-cauca.gov.co
19785,Cauca,Sucre,,,,,,,CARLOS RUBER MORA MORA,contactenos@sucre-cauca.gov.co
19807,Cauca,Timbío,,,,,,,JHONNY ALEJANDRO MUÑOZ GUTIÉRREZ,contactenos@timbio-cauca.gov.co
19809,Cauca,Timbiquí,,,,,,,KILIAN CUERO RUIZ,alcaldia@timbiqui-cauca.gov.co
19821,Cauca,Toribio,,,,,,,JAIME DIAZ NOSCUE,alcaldia@toribio-cauca.gov.co
19824,Cauca,Totoró,,,,,,,JORGE LUIS PIZO ANDELA,alcaldia@totoro-cauca.gov.co
19845,Cauca,Villa Rica,,,,,,,MARÍA EDIS DINAS,alcaldia@villarica-cauca.gov.co
20011,Cesar,Aguachica,,,,,,,VÍCTOR JULIO ROQUEME QUIÑONEZ,contactenos@aguachica-cesar.gov.co
20013,Cesar,Agustín Codazzi,,,,,,,HERNAN EDUARDO BAQUERO RODRÍGUEZ,alcaldia@agustincodazzi-cesar.gov.co
20032,Cesar,Astrea,,,,,,,ALFREDO BARRIOS ORTEGA,alcaldia@astrea-cesar.gov.co
20045,Cesar,Becerril,,,,,,,FABIAN EDUARDO MARTINEZ GARCÍA,alcaldia@becerril-cesar.gov.co
20060,Cesar,Bosconia,,,,,,,JORGE PATIÑO GÓMEZ,contactenos@bosconia-cesar.gov.co
20175,Cesar,Chimichagua,,,,,,,JOSÉ DAVID ROCHA QUINTERO,despachoalcalde@chimichagua-cesar.gov.co
20178,Cesar,Chiriguaná,,,,,,,JOSÉ CARMELO GALIANO USCATEGUI,alcaldia@chiriguana-cesar.gov.co
20228,Cesar,Curumaní,,,,,,,HERMES FERNANDO MARTINEZ URSULA,despachoalcalde@curumani-cesar.gov.co
20238,Cesar,El Copey,,,,,,,ASSAD CESAR RAISH GAMEZ,despachomunicipal@elcopey-cesar.gov.co
20250,Cesar,El Paso,,,,,,,JESÚS ALBERTO ORTIZ CERVANTES,alcaldia@elpaso-cesar.gov.co
20295,Cesar,Gamarra,,,,,,,CRISTIAN LEONARDO MÁRQUEZ BADILLO,alcaldia@gamarra-cesar.gov.co
20310,Cesar,González,,,,,,,KATHERINE MORA ROSADO,alcaldia@gonzalez-cesar.gov.co
20383,Cesar,La Gloria,,,,,,,FERMIN AUGUSTO CRUZ QUINTERO,alcaldia@lagloria-cesar.gov.co
20400,Cesar,La Jagua de Ibirico,,,,,,,LEONARDO FABIO HERNÁNDEZ CATAÑO,alcaldia@lajaguadeibirico-cesar.gov.co
20621,Cesar,La Paz,,,,,,,WILSON RINCON ÁLVAREZ,contactenos@lapazrobles-cesar.gov.co
20443,Cesar,Manaure,,,,,,,,
20517,Cesar,Pailitas,,,,,,,ALEXANDER TORO PÉREZ,contactenos@pailitas-cesar.gov.co
20550,Cesar,Pelaya,,,,,,,JOSÉ FABIO VALENCIA RAMÍREZ,contactenos@pelaya-cesar.gov.co
20570,Cesar,Pueblo Bello,,,,,,,ALFREDO BOHORQUEZ GALLARDO,contactenos@pueblobello-cesar.gov.co
20614,Cesar,Río de Oro,,,,,,,ARNOLDO RAMON OSORIO RINCON,contactenos@riodeoro-cesar.gov.co
20710,Cesar,San Alberto,,,,,,,EDGAR RICARDO DIAZ,alcaldia@sanalberto-cesar.gov.co
20750,Cesar,San Diego,,,,,,,UNALDO JOSÉ ROCHA CALDERON,admin@sandiego-cesar.gov.co
20770,Cesar,San Martín,,,,,,,YAN NAVARRO PÉREZ,contactenos@sanmartin-cesar.gov.co
20787,Cesar,Tamalameque,,,,,,,LEONARDO VEGA SANCHEZ,alcaldia@tamalameque-cesar.gov.co
27006,Chocó,Acandí,,,,,,,LUIS FERNANDO MARTINEZ PÉREZ,contactenos@acandi-choco.gov.co
27025,Chocó,Alto Baudo,,,,,,,ARIEL SALAZAR SARCO,contactenos@altobaudo-choco.gov.co
27050,Chocó,Atrato,,,,,,,ANA MILENA HINOJOSO,alcaldia@elatrato-choco.gov.co
27073,Chocó,Bagadó,,,,,,,MARINELA PALOMEQUE SERNA,alcaldia@bagado-choco.gov.co
27075,Chocó,Bahía Solano,,,,,,,JAIRSON LEONEL VALENCIA PINILLA,contactenos@bahiasolano-choco.gov.co
27077,Chocó,Bajo Baudó,,,,,,,FAUSTINO MURILLO RAMÍREZ,alcaldia@bajobaudo-choco.gov.co
27086,Chocó,Belén de Bajirá1,,,,,,,,
27099,Chocó,Bojaya,,,,,,,HAILTON PEREA CHAVERRA,contactenos@bojaya-choco.gov.co
27150,Chocó,Carmen del Darien,,,,,,,RICAUTER CUESTA BLANDON,contactenos@elcarmendeldarien-choco.gov.co
27160,Chocó,Cértegui,,,,,,,EDWAR ANTONIO MORENO MOSQUERA,contactenos@certegui-choco.gov.co
27205,Chocó,Condoto,,,,,,,GUSTAVO ELIAS HINCAPIÉ MOSQUERA,alcaldia@condoto-choco.gov.co
27135,Chocó,El Cantón del San Pablo,,,,,,,,
27245,Chocó,El Carmen de Atrato,,,,,,,JAIME ARTURO HERRERA MAYA,contactenos@elcarmendeatrato-choco.gov.co
27250,Chocó,El Litoral del San Juan,,,,,,,,
27361,Chocó,Istmina,,,,,,,JAISON MOSQUERA SÁNCHEZ,contactenos@istmina-choco.gov.co
27372,Chocó,Juradó,,,,,,,DENIO JIMENEZ RIVAS,despachoalcaldesa@jurado-choco.gov.co
27413,Chocó,Lloró,,,,,,,LUZ STELLA SERNA MORENO,contactenos@lloro-choco.gov.co
27425,Chocó,Medio Atrato,,,,,,,YAIR DIOMEDES CUESTA CORDOBA,contactenos@medioatrato-choco.gov.co
27430,Chocó,Medio Baudó,,,,,,,ANGEL VICTORIO ZUÑIGA IBARGUEN,alcaldia@mediobaudo-choco.gov.co
27450,Chocó,Medio San Juan,,,,,,,EDUARD ALONSO MURILLO MURILLO,contactenos@mediosanjuan-choco.gov.co
27491,Chocó,Nóvita,,,,,,,ALBERTO WILLIAMS RIVAS ASPRILLA,contactenos@novita-choco.gov.co
27495,Chocó,Nuquí,,,,,,,RUBEN PRADO ASPRILLA,alcaldia@nuqui-choco.gov.co
27580,Chocó,Río Iro,,,,,,,WILBER ANTONIO SANCHEZ MOSQUERA,contactenos@rioiro-choco.gov.co
27600,Chocó,Río Quito,,,,,,,EULISES PALACIOS CABRERA,contactenos@rioquito-choco.gov.co
27615,Chocó,Riosucio,,,,,,,JUAN MORENO MENA,contactenos@riosucio-choco.gov.co
27660,Chocó,San José del Palmar,,,,,,,LEÓN FABIO MARÍN MONCADA,alcaldia@sanjosedelpalmar-choco.gov.co
27745,Chocó,Sipí,,,,,,,JAIRO ANTONIO MURILLO BEDOYA,contactenos@sipi-choco.gov.co
27787,Chocó,Tadó,,,,,,,,
27800,Chocó,Unguía,,,,,,,MARLON ALBERTO GIL SALINAS,alcaldia@unguia-choco.gov.co
27810,Chocó,Unión Panamericana,,,,,,,GEYSON COPETE,despachiprivado@unionpanamericana-choco.gov.co
23068,Córdoba,Ayapel,,,,,,,HUGO ARMANDO PINEDO CONTRERAS,alcaldia@ayapel-cordoba.gov.co
23079,Córdoba,Buenavista,,,,,,,JHON MARIO BERRIO SOTO,alcaldia@buenavista-cordoba.gov.co
23090,Córdoba,Canalete,,,,,,,YEIS LENIS SIMANCA MORALES,alcaldia@canalete-cordoba.gov.co
23162,Córdoba,Cereté,,,,,,,SAID DAVID BITAR CASTILLA,alcaldia@cerete-cordoba.gov.co
23168,Córdoba,Chimá,,,,,,,FELIPE RAFAEL CORONADO GUERRA,alcaldia@chima-cordoba.gov.co
23182,Córdoba,Chinú,,,,,,,ROBERTO CARLOS RAMÍREZ TRUJILLO,alcaldia@chinu-cordoba.gov.co
23189,Córdoba,Ciénaga de Oro,,,,,,,ALEJANDRO JAVIER MEJIA CASTAÑO,alcaldia@cienagadeoro-cordoba.gov.co
23300,Córdoba,Cotorra,,,,,,,MARÍA EUGENIA LÓPEZ DIAZ,alcalde@cotorra-cordoba.gov.co
23350,Córdoba,La Apartada,,,,,,,OSCAR MIGUEL CALAO LÓPEZ,alcaldia@laapartada-cordoba.gov.co
23417,Córdoba,Lorica,,,,,,,CARLOS MARIO MANZUR DE LEÓN,contactenos@santacruzdelorica-cordoba.gov.co
23419,Córdoba,Los Córdobas,,,,,,,JUAN CARLOS YANCES PADILLA,alcaldia@loscordobas-cordoba.gov.co
23464,Córdoba,Momil,,,,,,,EFREN JOSÉ PUCHE CARRASCAL,alcaldia@momil-cordoba.gov.co
23466,Córdoba,Montelíbano,,,,,,,GABRIEL ALBERTO CALLE DEMOYA,alcaldia@montelibano-cordoba.gov.co
23500,Córdoba,Moñitos,,,,,,,JOSÉ FELIX MARTINEZ BRAVO,contactenos@monitos-cordoba.gov.co
23555,Córdoba,Planeta Rica,,,,,,,RAMON EDUARDO CALLE CADAVID,contactenos@planetarica-cordoba.gov.co
23570,Córdoba,Pueblo Nuevo,,,,,,,OVIDIO MIGUEL HOYOS PATERNINA,alcaldia@pueblonuevo-cordoba.gov.co
23574,Córdoba,Puerto Escondido,,,,,,,IVYA JUDITH MARZOLA REDONDO,contactenos@puertoescondido-cordoba.gov.co
23580,Córdoba,Puerto Libertador,,,,,,,RAMON ALBERTO RUBIO DURANGO,contactenos@puertolibertador-cordoba.gov.co
23586,Córdoba,Purísima,,,,,,,CESAR CARLOS CASARRUBIA CONDE,contactenos@purisima-cordoba.gov.co
23660,Córdoba,Sahagún,,,,,,,JAIRO ANDRÉS BALMACEDA OTERO,alcaldia@sahagun-cordoba.gov.co
23670,Córdoba,San Andrés Sotavento,,,,,,,,
23672,Córdoba,San Antero,,,,,,,DENNYS CHICA FUENTES,alcaldia@sanantero-cordoba.gov.co
23675,Córdoba,San Bernardo del Viento,,,,,,,NAVONAZAR GONZÁLEZ TORDECILLA,alcaldia@sanbernardodelviento-cordoba.gov.co
23678,Córdoba,San Carlos,,,,,,,FRAY DOMINGO MONTERROSA JARAMILLO,contactenos@sancarlos-cordoba.gov.co
23686,Córdoba,San Pelayo,,,,,,,WILLIAM ESTEBAN CAVADIA HERNÁNDEZ,contactenos@sanpelayo-cordoba.gov.co
23807,Córdoba,Tierralta,,,,,,,JESÚS DAVID CONTRERAS RODRÍGUEZ,contactenos@tierralta-cordoba.gov.co
23855,Córdoba,Valencia,,,,,,,ANGEL DARÍO SUAREZ MARTINEZ,alcaldia@valencia-cordoba.gov.co
25599,Cundinamarca,Apulo,,,,,,,JOSÉ IGNACIO SANTOYA CHAPARRO,contactenos@apulo-cundinamarca.gov.co
25326,Cundinamarca,Guatavita,,,,,,,ALDEMAR CORTES GONZÁLEZ,alcaldia@guatavita-cundinamarca.gov.co
25328,Cundinamarca,Guayabal de Siquima,,,,,,,SERGIO PAUL VERA SIERRA,contactenos@guayabaldesiquima-cundinamarca.gov.co
25335,Cundinamarca,Guayabetal,,,,,,,JOSÉ SIMÓN MEJÍA JOYA,contactenos@guayabetal-cundinamarca.gov.co
25339,Cundinamarca,Gutiérrez,,,,,,,LEONARDO ACUÑA GUASCA,contactenos@gutierrez-cundinamarca.gov.co
25368,Cundinamarca,Jerusalén,,,,,,,INGRI MARCELA VILLALBA CONTRERAS,alcaldia@jerusalen-cundinamarca.gov.co
25372,Cundinamarca,Junín,,,,,,,LEYNER ALEJANDRO HERRERA FERNÁNDEZ,alcaldia@junin-cundinamarca.gov.co
25377,Cundinamarca,La Calera,,,,,,,JUAN CARLOS HERNÁNDEZ ARÉVALO,alcalde@lacalera-cundinamarca.gov.co
25386,Cundinamarca,La Mesa,,,,,,,LAURA MARCELA LONDOÑO RODRÍGUEZ,contactenos@lamesa-cundinamarca.gov.co
25394,Cundinamarca,La Palma,,,,,,,NELLY RODRÍGUEZ LÓPEZ,alcaldia@lapalma-cundinamarca.gov.co
25398,Cundinamarca,La Peña,,,,,,,ANDREA YURANNY RAMÍREZ ORTIZ,alcaldia@lapena-cundinamarca.gov.co
25402,Cundinamarca,La Vega,,,,,,,FABIO NELSON BERMÚDEZ CORREA,alcaldia@lavega-cundinamarca.gov.co
25407,Cundinamarca,Lenguazaque,,,,,,,JUAN CARLOS ROBAYO LADINO,alcalde@lenguazaque-cundinamarca.gov.co
25426,Cundinamarca,Macheta,,,,,,,PABLO EMILIO ESPINOSA HERNÁNDEZ,alcaldia@macheta-cundinamarca.gov.co
25430,Cundinamarca,Madrid,,,,,,,CARLOS ALBERTO CHÁVEZ MOYA,carlos.chavez@madridcundinamarca.gov.co
25436,Cundinamarca,Manta,,,,,,,LUIS FELIPE VÁSQUEZ LEÓN,alcaldia@manta-cundinamarca.gov.co
25438,Cundinamarca,Medina,,,,,,,LEOPOLDO RIGAUD PEÑA LÓPEZ,alcaldia@medina-cundinamarca.gov.co
25473,Cundinamarca,Mosquera,,,,,,,NELSON HERNÁN PARRA LAGUNA,alcalde@mosquera-cundinamarca.gov.co
25483,Cundinamarca,Nariño,,,,,,,LUZ ASTRID OLARTE ZARTA,contactenos@narino-cundinamarca.gov.co
25486,Cundinamarca,Nemocón,,,,,,,CRISTIAN CAMILO CARRILLO CHACÓN,alcaldia@nemocon-cundinamarca.gov.co
25488,Cundinamarca,Nilo,,,,,,,JUAN CARLOS MARTIN CAVIEDES,contactenos@nilo-cundinamarca.gov.co
25489,Cundinamarca,Nimaima,,,,,,,JOHN JAIRO ESCOBAR,alcaldia@nimaima-cundinamarca.gov.co
25491,Cundinamarca,Nocaima,,,,,,,WILLIAM ALEJANDRO MATIZ FLOREZ,alcaldia@nocaima-cundinamarca.gov.co
25513,Cundinamarca,Pacho,,,,,,,CARLOS JAVIER DIAZ SÁNCHEZ,contactenos@pacho-cundinamarca.gov.co
25518,Cundinamarca,Paime,,,,,,,LUIS FELIPE ROMERO DIAZ,alcaldia@paime-cundinamarca.gov.co
25524,Cundinamarca,Pandi,,,,,,,CARLOS ALEXIS PRIETO PRIETO,alcaldia@pandi-cundinamarca.gov.co
25530,Cundinamarca,Paratebueno,,,,,,,NORBERTO NOREÑA BERMEO,alcaldia@paratebueno-cundinamarca.gov.co
25535,Cundinamarca,Pasca,,,,,,,JONATHAN ALFONSO PARRA FORERO,alcaldia@pasca-cundinamarca.gov.co
25572,Cundinamarca,Puerto Salgar,,,,,,,ADRIÁN GUTIÉRREZ GÓMEZ,contactenos@puertosalgar-cundinamarca.gov.co
25580,Cundinamarca,Pulí,,,,,,,WILDER HERNÁN ROMERO BENAVIDES,contactenos@puli-cundinamarca.gov.co
25592,Cundinamarca,Quebradanegra,,,,,,,WILFAN MEDINA GUTIÉRREZ,contactenos@quebradanegra-cundinamarca.gov.co
25594,Cundinamarca,Quetame,,,,,,,ELIZABETH SABOGAL VELÁSQUEZ,alcaldia@quetame-cundinamarca.gov.co
25596,Cundinamarca,Quipile,,,,,,,JOSÉ EFRAÍN MEDINA VALERO,alcaldia@quipile-cundinamarca.gov.co
25612,Cundinamarca,Ricaurte,,,,,,,CAMPO ELÍAS PRADA ORTIZ,alcaldia@ricaurte-cundinamarca.gov.co
25645,Cundinamarca,San Antonio del Tequendama,,,,,,,JOSÉ ANÍBAL MANRIQUE ARÉVALO,alcaldia@sanantoniodeltequendama-cundinamarca.gov.co
25649,Cundinamarca,San Bernardo,,,,,,,LIBARDO MORALES CABEZAS,contactenos@sanbernardo-cundinamarca.gov.co
25653,Cundinamarca,San Cayetano,,,,,,,LUIS ALEJANDRO RONCANCIO RINCÓN,contactenos@sancayetano-cundinamarca.gov.co
25658,Cundinamarca,San Francisco,,,,,,,JORGE ENRIQUE INFANTE BERMÚDEZ,contactenos@sanfrancisco-cundinamarca.gov.co
25662,Cundinamarca,San Juan de Río Seco,,,,,,,,
25718,Cundinamarca,Sasaima,,,,,,,LUZ PATRICIA CAMELO URREGO,correspondencia@sasaima-cundinamarca.gov.co
25736,Cundinamarca,Sesquilé,,,,,,,ELSA QUINTERO MARTÍNEZ,contactenos@sesquile-cundinamarca.gov.co
25740,Cundinamarca,Sibaté,,,,,,,LUIS MANUEL GONZÁLEZ RAMÍREZ,despacho@sibate-cundinamarca.gov.co
25743,Cundinamarca,Silvania,,,,,,,JOSÉ RICARDO PULIDO GARZÓN,contactenos@silvania-cundinamarca.gov.co
25745,Cundinamarca,Simijaca,,,,,,,JOHANA PAOLA MONZÓN MURCIA,alcaldia@simijaca-cundinamarca.gov.co
25754,Cundinamarca,Soacha,,,,,,,VÍCTOR JULIÁN SÁNCHEZ ACOSTA,contactenos@alcaldiasoacha.gov.co
25758,Cundinamarca,Sopó,,,,,,,ALBA FABIOLA MUÑOZ RODRÍGUEZ,alcaldia@sopo-cundinamarca.gov.co
25769,Cundinamarca,Subachoque,,,,,,,JORGE ALBERTO CAMACHO LIZARAZO,alcaldia@subachoque-cundinamarca.gov.co
25772,Cundinamarca,Suesca,,,,,,,OSCAR DARÍO JIMÉNEZ PENAGOS,alcaldia@suesca-cundinamarca.gov.co
25777,Cundinamarca,Supatá,,,,,,,WILMAR JAMITH QUITIAN CHILA,alcaldia@supata-cundinamarca.gov.co
25779,Cundinamarca,Susa,,,,,,,JIMMY OSWALDO CARO BALLESTEROS,alcaldia@susa-cundinamarca.gov.co
25781,Cundinamarca,Sutatausa,,,,,,,JHONATAN RICARDO OJEDA BARRERA,alcaldia@sutatausa-cundinamarca.gov.co
25785,Cundinamarca,Tabio,,,,,,,CARLOS JAVIER JULIO TORRES,alcaldia@tabio-cundinamarca.gov.co
25793,Cundinamarca,Tausa,,,,,,,DAVID ALEJANDRO ORTIZ GARCIA,alcaldia@tausa-cundinamarca.gov.co
25797,Cundinamarca,Tena,,,,,,,CAROLINA NIÑO ARDILA,alcaldia@tena-cundinamarca.gov.co
25799,Cundinamarca,Tenjo,,,,,,,IVÁN DAVID NEMOCON ESPINOSA,alcaldia@tenjo-cundinamarca.gov.co
25805,Cundinamarca,Tibacuy,,,,,,,EDUAR JAVIER SERRANO ORJUELA,contactenos@tibacuy-cundinamarca.gov.co
25807,Cundinamarca,Tibirita,,,,,,,LUIS FERNANDO ROA ARÉVALO,alcaldia@tibirita-cundinamarca.gov.co
25815,Cundinamarca,Tocaima,,,,,,,HERNÁN HERRERA MORALES,alcalde@tocaima-cundinamarca.gov.co
25817,Cundinamarca,Tocancipá,,,,,,,WALFRANDO ADOLFO FORERO BEJARANO,contactenos@tocancipa-cundinamarca.gov.co
25823,Cundinamarca,Topaipí,,,,,,,MIGUEL HORACIO BENITO GRANADOS,alcaldia@topaipi-cundinamarca.gov.co
25839,Cundinamarca,Ubalá,,,,,,,MANUEL FERNANDO CALDERÓN PAEZ,alcaldia@ubala-cundinamarca.gov.co
25841,Cundinamarca,Ubaque,,,,,,,JHOANNY OSWALDO GARZÓN AGUAS,alcaldia@ubaque-cundinamarca.gov.co
25845,Cundinamarca,Une,,,,,,,ÁLVARO GÓMEZ RICO,alcaldia@une-cundinamarca.gov.co
25851,Cundinamarca,Útica,,,,,,,JOSÉ ALEXANDER BRAVO,alcaldia@utica-cundinamarca.gov.co
25506,Cundinamarca,Venecia,,,,,,,HÉCTOR GUIOVANNY ESCOBAR CABRERA,alcaldia@venecia-cundinamarca.gov.co
25862,Cundinamarca,Vergara,,,,,,,ANA MARÍA MAHECHA OLARTE,alcaldia@vergara-cundinamarca.gov.co
25867,Cundinamarca,Vianí,,,,,,,TATIANA SUÁREZ MOTA,alcaldia@viani-cundinamarca.gov.co
25843,Cundinamarca,Villa de San Diego de Ubate,,,,,,,,
25871,Cundinamarca,Villagómez,,,,,,,MARY LUZ MORENO BERTOLETTI,contactenos@villagomez-cundinamarca.gov.co
25873,Cundinamarca,Villapinzón,,,,,,,GILDARDO ANSISAR MELO GARNICA,alcaldia@villapinzon-cundinamarca.gov.co
25875,Cundinamarca,Villeta,,,,,,,YOSIMAR REYES ACEVEDO,alcaldia@villeta-cundinamarca.gov.co
25878,Cundinamarca,Viotá,,,,,,,OSCAR HERNÁN QUIROGA GARCIA,alcaldia@viota-cundinamarca.gov.co
25885,Cundinamarca,Yacopí,,,,,,,HERLING ZUCED ESCOBAR TOVAR,alcaldia@yacopi-cundinamarca.gov.co
25898,Cundinamarca,Zipacón,,,,,,,EDUARD HERNÁN CORREA SARMIENTO,contactenos@zipacon-cundinamarca.gov.co
25899,Cundinamarca,Zipaquirá,,,,,,,FABIAN MAURICIO ROJAS GARCÍA,contactenos@zipaquira-cundinamarca.gov.co
94343,Guainía,Barranco Minas,,,,,,,,
94886,Guainía,Cacahual,,,,,,,,
94001,Guainía,Inírida,,,,,,,ARTURO ALEXANDER SÁNCHEZ ESCOBAR,alcaldia@inirida-guainia.gov.co
94885,Guainía,La Guadalupe,,,,,,,,
94663,Guainía,Mapiripana,,,,,,,,
94888,Guainía,Morichal,,,,,,,,
94887,Guainía,Pana Pana,,,,,,,,
94884,Guainía,Puerto Colombia,,,,,,,,
94883,Guainía,San Felipe,,,,,,,,
41006,Huila,Acevedo,,,,,,,EDGAR PRADA STERLING,contactenos@acevedo-huila.gov.co
41013,Huila,Agrado,,,,,,,MARÍA NELFFY RINCÓN MENDEZ,contactenos@elagrado-huila.gov.co
41016,Huila,Aipe,,,,,,,LUIS ANGEL RAMÍREZ VARGAS,contactenos@aipe-huila.gov.co
41020,Huila,Algeciras,,,,,,,ALEXANDER MARTÍNEZ BALLESTEROS,alcaldia@algeciras-huila.gov.co
41026,Huila,Altamira,,,,,,,YECID RODRÍGUEZ TOVAR,contactenos@altamira-huila.gov.co
41078,Huila,Baraya,,,,,,,LUIS ENRIQUE CARDOSO TOVAR,alcaldia@baraya-huila.gov.co
41132,Huila,Campoalegre,,,,,,,VÍCTOR RAMON VARGAS SALAZAR,alcaldia@campoalegre-huila.gov.co
41206,Huila,Colombia,,,,,,,ARBEY VARGAS MANGUERA,secretariadegobierno@colombia-huila.gov.co
41244,Huila,Elías,,,,,,,HELMAN RICAUTE VARGAS SALAS,contactenos@elias-huila.gov.co
41298,Huila,Garzón,,,,,,,FRANCISCO ENRIQUE CALDERÓN FERIZ,alcaldia@huila-garzon.gov.co
41306,Huila,Gigante,,,,,,,JOSUE MANRIQUE MURCIA,contactenos@gigante-huila.gov.co
41319,Huila,Guadalupe,,,,,,,ALBERTO TOLEDO RAMOS,contactenos@guadalupe-huila.gov.co
41349,Huila,Hobo,,,,,,,YHON ALBER MORA LIZCANO,alcaldia@hobo-huila.gov.co
41357,Huila,Iquira,,,,,,,RUBEN DARÍO CASTRO ANDRADE,alcaldia@iquira-huila.gov.co
41359,Huila,Isnos,,,,,,,JOSÉ ALFREDO MUÑOZ MUÑOZ,alcaldia@isnos-huila.gov.co
41378,Huila,La Argentina,,,,,,,FABIAN ERNESTO RINCÓN CHÁVEZ,alcaldia@laargentina-huila.gov.co
41396,Huila,La Plata,,,,,,,CAMILO OSPINA MARTÍNEZ,contactenos@laplata-huila.gov.co
41483,Huila,Nátaga,,,,,,,JOSÉ ADELMO LIEVANO YUCUMA,contactenos@nataga-huila.gov.co
41503,Huila,Oporapa,,,,,,,MARCO ANTONIO MOLINA MAZABEL,contactenos@oporapa-huila.gov.co
41518,Huila,Paicol,,,,,,,ANÍBAL CHAVARRO CHANTRE,alcaldia@paicol-huila.gov.co
41524,Huila,Palermo,,,,,,,KLEYVER LAUREANO OVIEDO FARFAN,alcaldia@palermo-huila.gov.co
41530,Huila,Palestina,,,,,,,JUAN DIEGO PINEDA RODRÍGUEZ,alcaldia@palestina-huila.gov.co
41548,Huila,Pital,,,,,,,CARLOS ALBERTO RODRÍGUEZ MONTEALEGRE,contactenos@elpital-huila.gov.co
41551,Huila,Pitalito,,,,,,,YIDER LUNA JOVEN,alcalde@alcaldiapitalito.gov.co
41615,Huila,Rivera,,,,,,,LUIS HUMBERTO ALVARADO GUZMAN,contactenos@rivera-huila.gov.co
41660,Huila,Saladoblanco,,,,,,,EDGAR JAVIER BAMBAGUE BARRIOS,contactenos@saladoblanco-huila.gov.co
41668,Huila,San Agustín,,,,,,,HEBER NEL MUÑOZ YASNO,contactenos@sanagustin-huila.gov.co
41676,Huila,Santa María,,,,,,,VIANCY CAROLINA GARCIA,alcaldia@santamaria-huila.gov.co
41770,Huila,Suaza,,,,,,,FRANCISCO CUELLAR CALDERÓN,alcaldia@suaza-huila.gov.co
41791,Huila,Tarqui,,,,,,,CARLOS ANTONIO TOLE CALDERÓN,contactenos@tarqui-huila.gov.co
41799,Huila,Tello,,,,,,,FERNANDO ALIPIO SOLANO GÓMEZ,contactenos@tello-huila.gov.co
41801,Huila,Teruel,,,,,,,GERMAN MORALES OLIVEROS,contactenos@teruel-huila.gov.co
41797,Huila,Tesalia,,,,,,,OLMER GUSTAVO RAMOS CUENCA,contactenos@tesalia-huila.gov.co
41807,Huila,Timaná,,,,,,,EDWIN ANDRÉS CARDENAS GASCA,contactenos@timana-huila.gov.co
41872,Huila,Villavieja,,,,,,,YORDAN ARIS PACHECO TONCON,contactenos@villavieja-huila.gov.co
41885,Huila,Yaguará,,,,,,,LENIN ALBERTO TRUJILLO GONZÁLEZ,contactenos@yaguara-huila.gov.co
