codigo_dane,departamento,municipio,mandatario,correo,fuente
44874,La Guajira,Villanueva,CIELOMAR PEÑALOZA DE LACOUTURE,contactenos@villanueva-guajira.gov.co,Hoja 3
47001,Magdalena,Santa Marta,CARLOS ALBERTO PINEDO CUELLO,atencionalciudadano@santamarta.gov.co,Hoja 3
47030,Magdalena,Algarrobo,JUAN PABLO VARGAS ARIAS,contactenos@algarrobo-magdalena.gov.co,Hoja 3
47053,Magdalena,Aracataca,LEITER SALGADO PACHECO,alcaldia@aracataca-magdalena.gov.co,Hoja 3
47058,Magdalena,Ariguaní,MARÍA PAOLA ÁLVAREZ PUERTA,alcaldia@ariguani-magdalena.gov.co,Hoja 3
47161,Magdalena,Cerro San Antonio,,,
47170,Magdalena,Chibolo,ALBERTO ANDRÉS ESCOBAR MORA,despacho@chibolo-magdalena.gov.co,Hoja 3
47189,Magdalena,Ciénaga,LUIS ALBERTO FERNÁNDEZ QUINTO,contactenos@cienaga-magdalena.gov.co,Hoja 3
47205,Magdalena,Concordia,PEDRO JESÚS OSPINO CASTRO,alcaldia@concordia-magdalena.gov.co,Hoja 3
47245,Magdalena,El Banco,RONALD DARÍO FLOREZ SIERRA,alcaldia@elbanco-magdalena.gov.co,Hoja 3
47258,Magdalena,El Piñon,LORENA LUZ RADA DE LA HOZ,contactenos@elpiñon-magdalena.gov.co,Hoja 3
47268,Magdalena,El Retén,JESÚS ANTONIO GALINDO VAN-STRAHLEN,alcaldia@elreten-magdalena.gov.co,Hoja 3
47288,Magdalena,Fundación,LUZ HELENA ANDRADE CAMPO,ventanillaunica@fundacion-magdalena.gov.co,Hoja 3
47318,Magdalena,Guamal,JOSÉ LUIS RAMOS GÓMEZ,alcaldia@guamal-magdalena.gov.co,Hoja 3
47460,Magdalena,Nueva Granada,JOAQUIN EMILIO ARIZA MUÑOZ,alcaldia@nuevagranada-magdalena.gov.co,Hoja 3
47541,Magdalena,Pedraza,GUSTAVO AQUILEO OSORIO OSORIO,contactenos@pedraza-magdalena.gov.co,Hoja 3
47545,Magdalena,Pijiño del Carmen,ORLANDO MACHADO MACHADO,alcaldia@pijinodelcarmen-magdalena.gov.co,Hoja 3
47551,Magdalena,Pivijay,JORGE IVAN SALAH ROPAIN,alcaldia@pivijay-magdalena.gov.co,Hoja 3
47555,Magdalena,Plato,ARMANDO CAMPUZANO RESTREPO,alcaldia@plato-magdalena.gov.co,Hoja 3
47570,Magdalena,Puebloviejo,BRANDO DE JESÚS MARQUEZ MARQUEZ,contactenos@puebloviejo-magdalena.gov.co,Hoja 3
47605,Magdalena,Remolino,JOSÉ DAVID ESCORCIA PÉREZ,contactenos@remolino-magdalena.gov.co,Hoja 3
47660,Magdalena,Sabanas de San Angel,SHIRLEY PATRICIA PIMIENTA MARTINEZ,despacho@sabanasdesanangel-magdalena.gov.co,Hoja 3
47675,Magdalena,Salamina,EDUIN JAVIER PABON CHARRIS,contacto@salamina-caldas.gov.co,Hoja 3
47692,Magdalena,San Sebastián de Buenavista,JIVANILDO BORDETH MERIÑO,alcaldia@sansebastiandebuenavista-magdalena.gov.co,Hoja 3
47703,Magdalena,San Zenón,JOSÉ LUIS MENDEZ BECERRA,contactenos@sanzenon-magdalena.gov.co,Hoja 3
47707,Magdalena,Santa Ana,ANIBAL JOSÉ LÓPEZ LÓPEZ,contactenos@santaana-magdalena.gov.co,Hoja 3
47720,Magdalena,Santa Bárbara de Pinto,"HEGEL ALFONSO GARIZAO OSORIO (incapacitado)
 EFRANK SINING MELO (suplemente) 84454307",contactenos@santabarbaradepinto-magdalena.gov.co,Hoja 3
47745,Magdalena,Sitionuevo,ALFREDO ANTONIO NAVARRO MANGA,contactenos@sitionuevo-magdalena.gov.co,Hoja 3
47798,Magdalena,Tenerife,JORGE MIGUEL MERCADO BOTERO,contactenos@tenerife-magdalena.gov.co,Hoja 3
47960,Magdalena,Zapayán,FARAK ENRIQUE VIANA ROJANO,alcaldia@zapayan-magdalena.gov.co,Hoja 3
47980,Magdalena,Zona Bananera,CLARETH MARGARITA OLAYA JIMENEZ,contactenos@zonabananera-magdalena.gov.co,Hoja 3
50001,Meta,Villavicencio,ALEXANDER BAQUERO SANABRIA,alcaldia@villavicencio.gov.co,Hoja 3
50006,Meta,Acacías,CARLOS JULIO PLATA BECERRA,alcaldia@acacias.gov.co,Hoja 3
50110,Meta,Barranca de Upía,FREDY ENRRIQUE CASTRO GÓMEZ,contactenos@barrancadeupia-meta.gov.co,Hoja 3
50124,Meta,Cabuyaro,JOSÉ ANDRÉS CASTAÑEDA MARTÍNEZ,contactenos@cabuyaro-meta.gov.co,Hoja 3
50150,Meta,Castilla la Nueva,LENITO ELIECER CASTRO CIFUENTES,contactenos@castillalanueva.gov.co,Hoja 3
50223,Meta,Cubarral,BRAYHANN CAMILO VELÁSQUEZ SUAREZ,alcaldia@cubarral-meta.gov.co,Hoja 3
50226,Meta,Cumaral,JOSÉ ALBEIRO SERNA RESTREPO,contactenos@cumaral-meta.gov.co,Hoja 3
50245,Meta,El Calvario,HECTOR YESID RINCÓN VELÁSQUE,alcaldia@elcalvario-meta.gov.co,Hoja 3
50251,Meta,El Castillo,DAIMER OTALORA VERA,contactenos@elcastillo-meta.gov.co,Hoja 3
50270,Meta,El Dorado,OSCAR OLAYA LÓPEZ,contactenos@eldorado-meta.gov.co,Hoja 3
50287,Meta,Fuente de Oro,ANA SHIRLEY GONZÁLEZ GONZÁLEZ,alcaldia@fuentedeoro-meta.gov.co,Hoja 3
50313,Meta,Granada,JUAN CARLOS MENDOZA RENDON,alcaldia@granada-meta.gov.co,Hoja 3
50318,Meta,Guamal,JOSÉ FERNANDO PEÑA RABELO,contactenos@guamal-meta.gov.co,Hoja 3
50325,Meta,Mapiripán,CESAR JULIO ARENAS REDONDO,contactenos@mapiripan-meta.gov.co,Hoja 3
50330,Meta,Mesetas,CAMILO ANTONIO PULGARIN SUAREZ,contactenos@mesetas-meta.gov.co,Hoja 3
50350,Meta,La Macarena,CESAR AUGUSTO SÁNCHEZ CASTILLO,alcaldia@lamacarena-meta.gov.co,Hoja 3
50370,Meta,Uribe,DEISON CANTOR RODRÍGUEZ,contactenos@uribe-meta.gov.co,Hoja 3
50400,Meta,Lejanías,NICK JEFREE MARTÍNEZ ALBA,contactenos@lejanias-meta.gov.co,Hoja 3
50450,Meta,Puerto Concordia,MIRTO ELIO URREA ROLDAN,alcaldia@puertoconcordia-meta.gov.co,Hoja 3
50568,Meta,Puerto Gaitán,LUIS CESAR PÉREZ GAITÁN,alcaldia@puertogaitan-meta.gov.co,Hoja 3
50573,Meta,Puerto López,PEDRO VIDAL VELANDIA BEJARANO,alcaldia@puertolopez-meta.gov.co,Hoja 3
50577,Meta,Puerto Lleras,JEISON ALEXANDER SOSA VALENCIA,alcaldia@puertolleras-meta.gov.co,Hoja 3
50590,Meta,Puerto Rico,IVAN ANDRÉS PUENTES MOLINA,contactenos@puertorico-meta.gov.co,Hoja 3
50606,Meta,Restrepo,DANI FERNEY LINARES OSPINA,contactenos@restrepo-meta.gov.co,Hoja 3
50680,Meta,San Carlos de Guaroa,CARLOS ALBERTO PINEDA RUIZ,contactenos@sancarlosdeguaroa-meta.gov.co,Hoja 3
50683,Meta,San Juan de Arama,RICARDO DIAZ RODRÍGUEZ,contactenos@sanjuandearama-meta.gov.co,Hoja 3
50686,Meta,San Juanito,CESAR AUGUSTO AYA ROZO,alcaldia@sanjuanito-meta.gov.co,Hoja 3
50689,Meta,San Martín,JOHN GERMAN RAMÍREZ HERNÁNDEZ,alcaldia@sanmartin-meta.gov.co,Hoja 3
50711,Meta,Vistahermosa,,,
52001,Nariño,Pasto,NICOLAS MARTIN TORO MUÑOZ,contactenos@pasto.gov.co,Hoja 3
52019,Nariño,Albán,LUCIANO CORONEL BOLAÑOS,alcaldia@alban-narino.gov.co,Hoja 3
52022,Nariño,Aldana,OSCAR JAVIER QUITIAQUEZ QUITIAQUEZ,alcaldia@aldana-narino.gov.co,Hoja 3
52036,Nariño,Ancuyá,DOLORES ELIZABETH PORTILLA ACOSTA,contactenos@ancuya-narino.gov.co,Hoja 3
52051,Nariño,Arboleda,MARILUZ CRISTINA DELGADO GAVIRIA,gobierno@arboleda-narino.gov.co,Hoja 3
52079,Nariño,Barbacoas,MARIO ALEXANDER HURTADO QUIÑONES,alcaldia@barbacoas-narino.gov.co,Hoja 3
52083,Nariño,Belén,JAIR ZAMBRANO BRAVO,alcaldia@belen-narino.gov.co,Hoja 3
52110,Nariño,Buesaco,OSWALDO PABON DIAZ,alcaldia@buesaco-narino.gov.co,Hoja 3
52203,Nariño,Colón,SEGUNDO BUENAVENTURA SOLARTE MUÑOZ,alcaldia@colongenova-narino.gov.co,Hoja 3
52207,Nariño,Consaca,WEYKMAN ALEXEY JOJOA PARRA,alcaldia@consaca-narino.gov.co,Hoja 3
52210,Nariño,Contadero,DAVID ALBEIRO BENAVIDES ARTEAGA,contactenos@contadero-narino.gov.co,Hoja 3
52215,Nariño,Córdoba,EDWIN ALIRIO CERON HERNÁNDEZ,contactenos@cordoba-narino.gov.co,Hoja 3
52224,Nariño,Cuaspud,WILMER ADRIÁN PALACIOS JACOME,alcaldia@cuaspud-narino.gov.co,Hoja 3
52227,Nariño,Cumbal,HECTOR ANDRÉS TAPIE ALPALA,alcaldia@cumbal-narino.gov.co,Hoja 3
52233,Nariño,Cumbitara,ADRIANA MARÍA LÓPEZ MARROQUIN,alcaldia@cumbitara-narino.gov.co,Hoja 3
52240,Nariño,Chachagüí,FRANCISCO ENRIQUE ÁLVAREZ LÓPEZ,contactenos@chachagui-narino.gov.co,Hoja 3
52250,Nariño,El Charco,DIANA MILENA PALACIOS ESTUPIÑAN,contactenos@elcharco-narino.gov.co,Hoja 3
52254,Nariño,El Peñol,DUVAN YAMIR CHAVES GUERRA,contactenos@elpenol-narino.gov.co,Hoja 3
52256,Nariño,El Rosario,EUDES GÓMEZ SALAZAR,alcaldia@elrosario-narino.gov.co,Hoja 3
52258,Nariño,El Tablón de Gómez,FENER IVAN ORDOÑEZ BOLAÑOS,contactenos@eltablondegomez-narino.gov.co,Hoja 3
52260,Nariño,El Tambo,HECTOR FAUSTO FAJARDO ENRIQUEZ,alcaldia@eltambo-narino.gov.co,Hoja 3
52287,Nariño,Funes,JAMEZ ENRIQUE CUNDAR ZAMBRANO,contactenos@funes-narino.gov.co,Hoja 3
52317,Nariño,Guachucal,ANA LUCIA INAMPUES TORO,contactenos@guachucal-narino.gov.co,Hoja 3
52320,Nariño,Guaitarilla,INGRID MAIRETH MELO SOLARTE,contactenos@guaitarilla-narino.gov.co,Hoja 3
52323,Nariño,Gualmatán,JAVIER ANTONIO HORMAZA MOLINA,alcaldia@gualmatan-narino.gov.co,Hoja 3
52352,Nariño,Iles,JHON HAIDER TAQUEZ CHAVEZ,contactenos@iles-narino.gov.co,Hoja 3
52354,Nariño,Imués,LUIS FERNANDO HERNÁNDEZ MELO,contactenos@imues-narino.gov.co,Hoja 3
52356,Nariño,Ipiales,JOSÉ AMÍLCAR PANTOJA IPIALES,alcalde@ipiales-narino.gov.co,Hoja 3
52378,Nariño,La Cruz,FABIAN GUERRERO MORA,alcaldia@lacruz-narino.gov.co,Hoja 3
52381,Nariño,La Florida,ANDRÉS FELIPE DIAZ MUÑOZ,contacto@laflorida-narino.gov.co,Hoja 3
52385,Nariño,La Llanada,JUAN CARLOS TAPIA AYALA,alcaldia@lallanada-narino.gov.co,Hoja 3
52390,Nariño,La Tola,JAIME ANCHICO SINISTERRA,alcaldia@latola-narino.gov.co,Hoja 3
52399,Nariño,La Unión,JAIME JAVIER MONTENEGRO TORRES,alcaldia@launion-narino.gov.co,Hoja 3
52405,Nariño,Leiva,ERNESTO ZUÑIGA OSORIO,contacto@leiva-narino.gov.co,Hoja 3
52411,Nariño,Linares,IVAN DARÍO ZAMBRANO LUCERO,contactenos@linares-narino.gov.co,Hoja 3
52418,Nariño,Los Andes,CRISTIAN JHONATHAN APRAEZ MARROQUIN,contactenos@losandessotomayor-narino.gov.co,Hoja 3
52427,Nariño,Magüi,DIEGO FERNANDO CAICEDO ANGULO,contactenos@maguipayan-narino.gov.co,Hoja 3
52435,Nariño,Mallama,GIOVANNY ALVEIRO MUÑOZ BURBANO,alcaldia@mallama-narino.gov.co,Hoja 3
52473,Nariño,Mosquera,KAREN LIZETH PINEDA PINEDA,contactenos@mosquera-narino.gov.co,Hoja 3
52480,Nariño,Nariño,ROBERTO CARLOS BETANCOURT RAMOS,contactenos@narino-narino.gov.co,Hoja 3
52490,Nariño,Olaya Herrera,BREINER PAREDES ESTUPIÑAN,contactenos@olayaherrera-narino.gov.co,Hoja 3
52506,Nariño,Ospina,NIXON BAYARDO LÓPEZ VILLAREAL,alcaldia@ospina-narino.gov.co,Hoja 3
52520,Nariño,Francisco Pizarro,FRANCISCA MIREYA BALLECILLA CASTILLO,alcaldia@franciscopizarro-narino.gov.co,Hoja 3
52540,Nariño,Policarpa,EDUAR YONFREY ROJAS LÓPEZ,contactenos@policarpa-narino.gov.co,Hoja 3
52560,Nariño,Potosí,WILSON FERNEY TELLO PORTILLA,contactenos@potosi-narino.gov.co,Hoja 3
52565,Nariño,Providencia,JOSÉ FLORENCIO PORTILLO ASMAZA,contactenos@providencia-narino.gov.co,Hoja 3
52573,Nariño,Puerres,GRACIELA ESMERALDA LUCERO HERNÁNDEZ,alcaldia@puerres-narino.gov.co,Hoja 3
52585,Nariño,Pupiales,WYLTON OLEYDER BELALCAZAR GAON,alcaldia@pupiales-narino.gov.co,Hoja 3
52612,Nariño,Ricaurte,ABEL ANGEL QUIÑONES URBANO,alcaldia@ricaurte-narino.gov.co,Hoja 3
52621,Nariño,Roberto Payán,OSME JAVIER SEGURA CABEZAS,contactenos@robertopayan-narino.gov.co,Hoja 3
52678,Nariño,Samaniego,ARMANDO WILLIAN ANDRADE IBARRA,contactenos@samaniego-narino.gov.co,Hoja 3
52683,Nariño,Sandoná,BYRON ANDRÉS ZAMBRANO ROSAS,alcaldia@sandona-narino.gov.co,Hoja 3
52685,Nariño,San Bernardo,JAIRO ARLEY IBARRA MORENO,contactenos@sanbernardo-narino.gov.co,Hoja 3
52687,Nariño,San Lorenzo,RUBER ALMINCAR MUÑOZ TENORIO,contactenos@sanlorenzo-narino.gov.co,Hoja 3
52693,Nariño,San Pablo,MARIO ALBERTO TRUJILLO CERON,contactenos@sanpablo-narino.gov.co,Hoja 3
52694,Nariño,San Pedro de Cartago,WALTER FERNANDO RODRÍGUEZ LÓPEZ,alcaldia@sanpedrodecartago-narino.gov.co,Hoja 3
52696,Nariño,Santa Bárbara,SIFREDO BARROS PINILLOS,contactenos@santabarbara-narino.gov.co,Hoja 3
52699,Nariño,Santacruz,,,
52720,Nariño,Sapuyes,LEIDY YAQUELINE RODRÍGUEZ MENESES,alcaldia@sapuyes-narino.gov.co,Hoja 3
52786,Nariño,Taminango,HERMES FERNANDO LATORRE CALVACHE,contactenos@taminango-narino.gov.co,Hoja 3
52788,Nariño,Tangua,MARINO ENRIQUE TIMANA,contactenos@tangua-narino.gov.co,Hoja 3
52835,Nariño,San Andres de Tumaco,,,
52838,Nariño,Túquerres,LUIS FERNANDO LEITON LÓPEZ,contactenos@tuquerres-narino.gov.co,Hoja 3
52885,Nariño,Yacuanquer,JULIO ALEJANDRO INSUASTY GUZMÁN,contactenos@yacuanuquer-narino.gov.co,Hoja 3
54001,Norte De Santander,Cúcuta,,,
54003,Norte De Santander,Abrego,HUBER DARÍO SÁNCHEZ ORTEGA,contactenos@abrego-nortedesantander.gov.co,Hoja 3
54051,Norte De Santander,Arboledas,ÁLVARO REINALDO CARRILLO BOHADA,alcaldia@arboledas-nortedesantander.gov.co,Hoja 3
54099,Norte De Santander,Bochalema,RAFAEL EUSEBIO ORTIZ MORA,alcaldia@bochalema-nortedesantander.gov.co,Hoja 3
54109,Norte De Santander,Bucarasica,OSCAR ANDRÉS PÉREZ GONZÁLEZ,contactenos@bucarasica-nortedesantander.gov.co,Hoja 3
54125,Norte De Santander,Cácota,JESUS EDUARDO ARAQUE JAIMES,alcaldia@cacota-nortedesantander.gov.co,Hoja 3
54128,Norte De Santander,Cachirá,HERMAN FERNANDO JAIME MORA,contactenos@cachira-nortedesantander.gov.co,Hoja 3
54172,Norte De Santander,Chinácota,JOSÉ RAMIRO LUNA CONDE,contactenos@chinacota-nortedesantander.gov.co,Hoja 3
54174,Norte De Santander,Chitagá,YORMAN SUAREZ HORMAZA,alcaldia@chitaga-nortedesantander.gov.co,Hoja 3
54206,Norte De Santander,Convención,ALEXANDER BOTELLO LÓPEZ,contactenos@convencion-nortedesantander.gov.co,Hoja 3
54223,Norte De Santander,Cucutilla,RODRIGO HERNANDO PARADA PAEZ,contactenos@cucutilla-nortedesantander.gov.co,Hoja 3
54239,Norte De Santander,Durania,MARLYN YOHANA MÁRQUEZ RIVERA,alcaldia@durania-nortedesantander.gov.co,Hoja 3
54245,Norte De Santander,El Carmen,JOSÉ REINEL CONTRERAS YARURO,alcaldia@elcarmen-nortedesantander.gov.co,Hoja 3
54250,Norte De Santander,El Tarra,EYDER ROBLES ORTIZ,contactenos@eltarra-nortedesantander.gov.co,Hoja 3
54261,Norte De Santander,El Zulia,ELKIN CABALLERO RAMÍREZ,alcaldia@elzulia-nortedesantander.gov.co,Hoja 3
54313,Norte De Santander,Gramalote,ÁLVARO CARDOZO RIAÑO,contactenos@gramalote-nortedesantander.gov.co,Hoja 3
54344,Norte De Santander,Hacarí,ROBEIRO MUÑOZ PÉREZ,alcaldia@hacari-nortedesantander.gov.co,Hoja 3
54347,Norte De Santander,Herrán,SALVADOR AVELLANEDA ESCOBAR,contacto@herran-nortedesantander.gov.co,Hoja 3
54377,Norte De Santander,Labateca,URIEL DARÍO CAPACHO VERA,contactenos@labateca-nortedesantander.gov.co,Hoja 3
54385,Norte De Santander,La Esperanza,SAID LEÓN HIGUERA,alcaldia@laesperanza-nortedesantander.gov.co,Hoja 3
54398,Norte De Santander,La Playa,YOLY MARGARITA RUEDAS LEÓN,contactenos@laplayadebelen-nortedesantander.gov.co,Hoja 3
54405,Norte De Santander,Los Patios,ALEXI ALLENDE VALENCIA LIZCANO,alcaldia@lospatios-nortedesantander.gov.co,Hoja 3
54418,Norte De Santander,Lourdes,ANDRÉS CAMILO PEDRAZA GÓMEZ,alcaldia@lourdes-nortedesantander.gov.co,Hoja 3
54480,Norte De Santander,Mutiscua,ANA DOLOREZ SOLANO MANTILLA,alcaldia@mutiscua-nortedesantander.gov.co,Hoja 3
54498,Norte De Santander,Ocaña,EMIRO CAÑIZARES PLATA,contactenos@ocana-nortedesantander.gov.co,Hoja 3
54518,Norte De Santander,Pamplona,KLAUS FABER MOGOLLON,alcaldia@pamplona-nortedesantander.gov.co,Hoja 3
54520,Norte De Santander,Pamplonita,FABIO ENRIQUE LEAL CRUZ,contactenos@pamplonita-nortedesantander.gov.co,Hoja 3
54553,Norte De Santander,Puerto Santander,CARMEN TERESA GÓMEZ CACERES,alcaldia@puertosantander-nortedesantander.gov.co,Hoja 3
54599,Norte De Santander,Ragonvalia,CARMEN ALICIA CHONA BAUTISTA,alcaldia@ragonvalia-nortedesantander.gov.co,Hoja 3
54660,Norte De Santander,Salazar,JUAN CARLOS BAIBOR ROJAS,alcaldia@salazardelaspalmas-nortedesantander.gov.co,Hoja 3
54670,Norte De Santander,San Calixto,JOSÉ LUIS BALMACEDA PINZON,alcaldia@sancalixto-nortedesantander.gov.co,Hoja 3
54673,Norte De Santander,San Cayetano,WILSON DE JESUS PÉREZ GUTIÉRREZ,alcaldia@sancayetano-nortedesantander.gov.co,Hoja 3
54680,Norte De Santander,Santiago,DANIS CARLEWIS RAMÍREZ VILORIA,contactenos@santiago-nortedesantander.gov.co,Hoja 3
54720,Norte De Santander,Sardinata,DIOMARA MONTAÑEZ PEÑARANDA,alcaldia@sardinata-nortedesantander.gov.co,Hoja 3
54743,Norte De Santander,Silos,PEDRO ANTONIO VERA MANTILLA,alcaldia@santodomingodesilos-nortedesantander.gov.co,Hoja 3
54800,Norte De Santander,Teorama,UBER SAID CONDE SERRANO,alcaldia@teorama-nortedesantander.gov.co,Hoja 3
54810,Norte De Santander,Tibú,RICHAR JAVIER CLARO DURAN,contactenos@tibu-nortedesantander.gov.co,Hoja 3
54820,Norte De Santander,Toledo,CARLOS JAVIER PRADA MOGOLLON,alcaldia@toledo-nortedesantander.gov.co,Hoja 3
54871,Norte De Santander,Villa Caro,JESUS AMADO SEPULVEDA CELIS,alcaldia@villacaro-nortedesantander.gov.co,Hoja 3
54874,Norte De Santander,Villa del Rosario,JUAN CAMILO SUAREZ SIERRA,alcaldia@villadelrosario-nortedesantander.gov.co,Hoja 3
63001,Quindio,Armenia,JAMES PADILLA GARCÍA,servicioalcliente@armenia.gov.co,Hoja 3
63111,Quindio,Buenavista,JHON STEBAN ARISTIZABAL RENDON,alcaldia@buenavista-quindio.gov.co,Hoja 3
63130,Quindio,Calarca,JUAN SEBASTIÁN RAMOS VELASCO,contactenos@calarca-quindio.gov.co,Hoja 3
63190,Quindio,Circasia,JULIAN ANDRÉS PEÑA SIERRA,alcaldia@circasia-quindio.gov.co,Hoja 3
63212,Quindio,Córdoba,GUILLERMO ANDRÉS VALENCIA HENAO,contactenos@cordoba-quindio.gov.co,Hoja 3
63272,Quindio,Filandia,DUBERNEY PAREJA GIRALDO,contactenos@filandia-quindio.gov.co,Hoja 3
63302,Quindio,Génova,DIEGO FERNANDO SICUA GALVIS,contactenos@genova-quindio.gov.co,Hoja 3
63401,Quindio,La Tebaida,RICARDO ALFONSO CELIS ROJAS,contactenos@latebaida-quindio.gov.co,Hoja 3
63470,Quindio,Montenegro,GUSTAVO ADOLFO PAVA BUSCH,contactenos@montenegro-quindio.gov.co,Hoja 3
63548,Quindio,Pijao,JOHN JAIRO RESTREPO GALLEGO,contactenos@pijao-quindio.gov.co,Hoja 3
63594,Quindio,Quimbaya,JUAN MANUEL RODRÍGUEZ BRITO,alcaldia@quimbaya-quindio.gov.co,Hoja 3
63690,Quindio,Salento,SANTIAGO ANGEL MORALES,alcaldia@salento-quindio.gov.co,Hoja 3
66001,Risaralda,Pereira,MAURICIO SALAZAR PELÁEZ,contactenos@pereira.gov.co,Hoja 3
66045,Risaralda,Apía,JORGE ANDRÉS HOYOS HENAO,contactenos@apia-risaralda.gov.co,Hoja 3
66075,Risaralda,Balboa,JOSÉ ERNESTO MIRANDA MARQUEZ,contactenos@balboa-risaralda.gov.co,Hoja 3
66088,Risaralda,Belén de Umbría,JOHN FREDY MONTES VELÁSQUEZ,contactenos@belendeumbria-risaralda.gov.co,Hoja 3
66170,Risaralda,Dosquebradas,ROBERTO JIMÉNEZ NARANJO,archivo@dosquebradas.gov.co,Hoja 3
66318,Risaralda,Guática,FERNEY CASTRO COLORADO,alcaldia@guatica-risaralda.gov.co,Hoja 3
66383,Risaralda,La Celia,CARLOS URIEL ISAZA GALLEGO,despacho@lacelia-risaralda.gov.co,Hoja 3
66400,Risaralda,La Virginia,JUAN CARLOS BOTERO BARON,despacho@lavirginia-risaralda.gov.co,Hoja 3
66440,Risaralda,Marsella,ALBERTO PELAEZ HENAO,alcalde@marsella-risaralda.gov.co,Hoja 3
66456,Risaralda,Mistrató,DIEGO PARRA MEJIA ACEVEDO,alcaldia@mistrato-risaralda.gov.co,Hoja 3
66572,Risaralda,Pueblo Rico,MARTIN SIAGAMA GUTIÉRREZ,contactenos@pueblorico-risaralda.gov.co,Hoja 3
66594,Risaralda,Quinchía,JADER DE JESÚS CLAVIJO BAÑOL,contactenos@quinchia-risaralda.gov.co,Hoja 3
66682,Risaralda,Santa Rosa de Cabal,PAULO CESAR GÓMEZ HOYOS,contactenos@santarosadecabal-risaralda.gov.co,Hoja 3
66687,Risaralda,Santuario,MIGUEL ANTONIO BEDOYA JIMENEZ,contactenos@santuario-risaralda.gov.co,Hoja 3
68001,Santander,Bucaramanga,JAIME ANDRÉS BELTRÁN MARTÍNEZ,contactenos@bucaramanga.gov.co,Hoja 3
68013,Santander,Aguada,SEGUNDO HORACIO ARIZA PARRA,contactenos@aguada-santander.gov.co,Hoja 3
68020,Santander,Albania,ANDRÉS JAVIER CARRILLO PINEDA,contactenos@albania-santander.gov.co,Hoja 3
68051,Santander,Aratoca,ALEXANDER GALVIS RAMÍREZ,contactenos@aratoca-santander.gov.co,Hoja 3
68077,Santander,Barbosa,MARCO ALIRIO CORTES TORRES,alcaldia@barbosa-santander.gov.co,Hoja 3
68079,Santander,Barichara,MILTON EDILSON CHAPARRO JIMÉNEZ,alcaldia@barichara-santander.gov.co,Hoja 3
68081,Santander,Barrancabermeja,JONATHAN STIVEL VÁSQUEZ GÓMEZ,contactenos@barrancabermeja.gov.co,Hoja 3
68092,Santander,Betulia,HARLLEY DELGADO MARTÍNEZ,alcaldia@betulia-santander.gov.co,Hoja 3
68101,Santander,Bolívar,RONIVER RAUL PÉREZ GALEANO,alcaldia@bolivar-santander.gov.co,Hoja 3
68121,Santander,Cabrera,CARLOS ALBERTO BAUTISTA USEDA,alcaldia@cabrera-santander.gov.co,Hoja 3
68132,Santander,California,DANILO VALBUENA PABON,contactenos@california-santander.gov.co,Hoja 3
68147,Santander,Capitanejo,JAIME ANTONIO SEPULVEDA GUTIÉRREZ,alcaldia@capitanejo-santander.gov.co,Hoja 3
68152,Santander,Carcasí,GERARDO HARVEY DURAN CACERES,contacto@carcasi-santander.gov.co,Hoja 3
68160,Santander,Cepitá,PEDRO PABLO CARREÑO QUIÑONEZ,contactenos@cepita-santander.gov.co,Hoja 3
68162,Santander,Cerrito,LUIS FELIPE RIVERA CARVAJAL,contactenos@cerrito-santander.gov.co,Hoja 3
68167,Santander,Charalá,JORGE WILMAR VEGA ROJAS,alcaldia@charala-santander.gov.co,Hoja 3
68169,Santander,Charta,ANDELFO PORTILLA TARAZONA,contactenos@charta-santander.gov.co,Hoja 3
68176,Santander,Chima,OSCAR OCTAVIO CEDIEL VÁSQUEZ,alcaldia@chima-santander.gov.co,Hoja 3
68179,Santander,Chipatá,JENNY PATRICIA MORA FRANCO,contactenos@chipata-santander.gov.co,Hoja 3
68190,Santander,Cimitarra,LUIS HERNANDO SANTAMARIA ARIZA,contactenos@cimitarra-santander.gov.co,Hoja 3
68207,Santander,Concepción,EDUAR ABRIL BORRERO,contactenos@concepcion-santander.gov.co,Hoja 3
68209,Santander,Confines,JOSUE EFRAÍN GÓMEZ MEDINA,contactenos@confines-santander.gov.co,Hoja 3
68211,Santander,Contratación,ORIOL PLATA HERNÁNDEZ,contactenos@contratacion-santander.gov.co,Hoja 3
68217,Santander,Coromoro,RODOLFO SÁNCHEZ ÁLVAREZ,contactenos@coromoro-santander.gov.co,Hoja 3
68229,Santander,Curití,CARLOS FERNANDO MÁRQUEZ RIBERO,contactenos@curiti-santander.gov.co,Hoja 3
68235,Santander,El Carmen de Chucurí,WILLIAN TELLO SIERRA,contactenos@elcarmen-santander.gov.co,Hoja 3
68245,Santander,El Guacamayo,FABIO NEL DIAZ CASTILLO,contactenos@elguacamayo-santander.gov.co,Hoja 3
68250,Santander,El Peñón,FERNEY SANTAMARIA HERNÁNDEZ,despachoalcalde@elpenon-santander.gov.co,Hoja 3
68255,Santander,El Playón,LUIS AMBROSIO ALARCON LÓPEZ,alcaldia@elplayon-santander.gov.co,Hoja 3
68264,Santander,Encino,NOLBERTO DIAZ TOBAR,alcaldia@encino-santander.gov.co,Hoja 3
68266,Santander,Enciso,ISRAEL SANDOVAL MANRIQUE,alcaldia@enciso-santander.gov.co,Hoja 3
68271,Santander,Florián,NESTOR ORLANDO DELGADO PARDO,contactenos@florian-santander.gov.co,Hoja 3
