codigo_dane,departamento,municipio,subregion,habitantes,temperatura_promedio,altura,gentilicio,bandera_jpg,alcalde,correo_alcalde,festival,fecha_inicio,fecha_fin,sitio_1,maps_1,sitio_2,maps_2,sitio_3,maps_3,hotel_1,wa_1,hotel_2,wa_2,hotel_3,wa_3
70820,,,,,,,,,,,,,,,,,,,,,,,,,
70823,,,,,,,,,,,,,,,,,,,,,,,,,
73001,,,,,,,,,,,Festival Folclórico Colombiano,2026-06-20,,,,,,,,,,,,,
73001,,,,,,,,,,,Reinado Nacional del Folclor,2026-06-24,,,,,,,,,,,,,
73024,,,,,,,,,,,,,,,,,,,,,,,,,
73026,,,,,,,,,,,,,,,,,,,,,,,,,
73030,,,,,,,,,,,,,,,,,,,,,,,,,
73043,,,,,,,,,,,,,,,,,,,,,,,,,
73055,,,,,,,,,,,,,,,,,,,,,,,,,
73067,,,,,,,,,,,,,,,,,,,,,,,,,
73124,,,,,,,,,,,,,,,,,,,,,,,,,
73148,,,,,,,,,,,,,,,,,,,,,,,,,
73152,,,,,,,,,,,,,,,,,,,,,,,,,
73168,,,,,,,,,,,,,,,,,,,,,,,,,
73200,,,,,,,,,,,,,,,,,,,,,,,,,
73217,,,,,,,,,,,,,,,,,,,,,,,,,
73226,,,,,,,,,,,,,,,,,,,,,,,,,
73236,,,,,,,,,,,,,,,,,,,,,,,,,
73268,,,,,,,,,,,,,,,,,,,,,,,,,
73270,,,,,,,,,,,,,,,,,,,,,,,,,
73275,,,,,,,,,,,,,,,,,,,,,,,,,
73283,,,,,,,,,,,,,,,,,,,,,,,,,
73319,,,,,,,,,,,,,,,,,,,,,,,,,
73347,,,,,,,,,,,,,,,,,,,,,,,,,
73349,,,,,,,,,,,,,,,,,,,,,,,,,
73352,,,,,,,,,,,,,,,,,,,,,,,,,
73408,,,,,,,,,,,,,,,,,,,,,,,,,
73411,,,,,,,,,,,,,,,,,,,,,,,,,
73443,,,,,,,,,,,,,,,,,,,,,,,,,
73449,,,,,,,,,,,,,,,,,,,,,,,,,
73461,,,,,,,,,,,,,,,,,,,,,,,,,
73483,,,,,,,,,,,,,,,,,,,,,,,,,
73504,,,,,,,,,,,,,,,,,,,,,,,,,
73520,,,,,,,,,,,,,,,,,,,,,,,,,
73547,,,,,,,,,,,,,,,,,,,,,,,,,
73555,,,,,,,,,,,,,,,,,,,,,,,,,
73563,,,,,,,,,,,,,,,,,,,,,,,,,
73585,,,,,,,,,,,,,,,,,,,,,,,,,
73616,,,,,,,,,,,,,,,,,,,,,,,,,
73622,,,,,,,,,,,,,,,,,,,,,,,,,
73624,,,,,,,,,,,,,,,,,,,,,,,,,
73671,,,,,,,,,,,,,,,,,,,,,,,,,
73675,,,,,,,,,,,,,,,,,,,,,,,,,
73678,,,,,,,,,,,,,,,,,,,,,,,,,
73686,,,,,,,,,,,,,,,,,,,,,,,,,
73770,,,,,,,,,,,,,,,,,,,,,,,,,
73854,,,,,,,,,,,,,,,,,,,,,,,,,
73861,,,,,,,,,,,,,,,,,,,,,,,,,
73870,,,,,,,,,,,,,,,,,,,,,,,,,
73873,,,,,,,,,,,,,,,,,,,,,,,,,
76001,,,,,,,,,,,Feria de Cali,2026-12-25,,,,,,,,,,,,,
76020,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
76036,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
76041,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
76054,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
76100,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
76109,,,,,,,,,,,Fiestas de San Buenaventura,2026-07-14,,,,,,,,,,,,,
76111,,,,,,,,,,,,,,,,,,,,,,,,,
76113,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
76122,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
76126,,,,,,,,,,,Fiestas del Lago Calima,2026-08-10,,,,,,,,,,,,,
76130,,,,,,,,,,,Fiestas de la Virgen de la Candelaria,2026-02-02,,,,,,,,,,,,,
76147,,,,,,,,,,,Fiestas de San Jorge,2026-04-23,,,,,,,,,,,,,
76233,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
76243,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
76246,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
76248,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
76250,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
76275,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
76306,,,,,,,,,,,Festival Mono Núñez,2026-05-28,,,,,,,,,,,,,
76318,,,,,,,,,,,Fiestas de San Juan Bautista,2026-06-24,,,,,,,,,,,,,
76364,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
76377,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
76400,,,,,,,,,,,Fiestas de la Uva,2026-06-20,,,,,,,,,,,,,
76403,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
76497,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
76520,,,,,,,,,,,Fiestas de la Agricultura,2026-08-15,,,,,,,,,,,,,
76563,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
76606,,,,,,,,,,,Fiestas del Turismo,2026-08-10,,,,,,,,,,,,,
76616,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
76622,,,,,,,,,,,Festival de Cometas,2026-08-15,,,,,,,,,,,,,
76670,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
76736,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
76823,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
76828,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
76834,,,,,,,,,,,Feria de Tuluá,2026-06-20,,,,,,,,,,,,,
76845,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
76863,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
76869,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
76890,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
76892,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
76895,,,,,,,,,,,Fiestas de la Caña,2026-08-10,,,,,,,,,,,,,
81001,,,,,,,,,,,,,,,,,,,,,,,,,
81065,,,,,,,,,,,,,,,,,,,,,,,,,
81220,,,,,,,,,,,,,,,,,,,,,,,,,
81300,,,,,,,,,,,,,,,,,,,,,,,,,
81591,,,,,,,,,,,,,,,,,,,,,,,,,
81736,,,,,,,,,,,,,,,,,,,,,,,,,
81794,,,,,,,,,,,,,,,,,,,,,,,,,
85001,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
85010,,,,,,,,,,,Fiestas del Agua,2026-01-15,,,,,,,,,,,,,
85015,,,,,,,,,,,Fiestas de San Juan Bautista,2026-06-24,,,,,,,,,,,,,
85125,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
85136,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
85139,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
85162,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
85225,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
85230,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
85250,,,,,,,,,,,Fiestas de San Juan Bautista,2026-06-24,,,,,,,,,,,,,
85263,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
85279,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
85300,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
85315,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
85325,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
85400,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
85410,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
85430,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
85440,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
86001,,,,,,,,,,,,,,,,,,,,,,,,,
86219,,,,,,,,,,,,,,,,,,,,,,,,,
86320,,,,,,,,,,,,,,,,,,,,,,,,,
86568,,,,,,,,,,,,,,,,,,,,,,,,,
86569,,,,,,,,,,,,,,,,,,,,,,,,,
86571,,,,,,,,,,,,,,,,,,,,,,,,,
86573,,,,,,,,,,,,,,,,,,,,,,,,,
86749,,,,,,,,,,,,,,,,,,,,,,,,,
86755,,,,,,,,,,,,,,,,,,,,,,,,,
86757,,,,,,,,,,,,,,,,,,,,,,,,,
86760,,,,,,,,,,,,,,,,,,,,,,,,,
86865,,,,,,,,,,,,,,,,,,,,,,,,,
86885,,,,,,,,,,,,,,,,,,,,,,,,,
88001,,,,,,,,,,,Festival del Cangrejo,2026-01-01,,,,,,,,,,,,,
88001,,,,,,,,,,,Elección de la Reina del Coco,2026-01-05,,,,,,,,,,,,,
88564,,,,,,,,,,,,,,,,,,,,,,,,,
91001,,,,,,,,,,,Fiesta de la Confraternidad Amazónica,2026-07-15,,,,,,,,,,,,,
91263,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
91405,,,,,,,,,,,Fiestas de San Juan Bautista,2026-06-24,,,,,,,,,,,,,
91407,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
91430,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
91460,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
91530,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
91536,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
91540,,,,,,,,,,,Fiestas de San Juan Bautista,2026-06-24,,,,,,,,,,,,,
91669,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
91798,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
94001,,,,,,,,,,,,,,,,,,,,,,,,,
94343,,,,,,,,,,,,,,,,,,,,,,,,,
94663,,,,,,,,,,,,,,,,,,,,,,,,,
94883,,,,,,,,,,,,,,,,,,,,,,,,,
94884,,,,,,,,,,,,,,,,,,,,,,,,,
94885,,,,,,,,,,,,,,,,,,,,,,,,,
94886,,,,,,,,,,,,,,,,,,,,,,,,,
94887,,,,,,,,,,,,,,,,,,,,,,,,,
94888,,,,,,,,,,,,,,,,,,,,,,,,,
95001,,,,,,,,,,,Fiestas de la Amazonía,2026-08-10,,,,,,,,,,,,,
95015,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
95025,,,,,,,,,,,Fiestas del Retorno,2026-12-26,,,,,,,,,,,,,
95200,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
97001,,,,,,,,,,,Fiestas de San Pablo,2026-06-29,,,,,,,,,,,,,
97161,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
97511,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
97666,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
97777,,,,,,,,,,,,,,,,,,,,,,,,,
97889,,,,,,,,,,,Fiestas de San Juan Bautista,2026-06-24,,,,,,,,,,,,,
99001,,,,,,,,,,,Fiestas del Orinoco,2026-08-15,,,,,,,,,,,,,
99524,,,,,,,,,,,Fiestas de San Pedro,2026-06-29,,,,,,,,,,,,,
99624,,,,,,,,,,,Fiestas de San Antonio,2026-06-13,,,,,,,,,,,,,
99773,,,,,,,,,,,Fiestas de San Isidro Labrador,2026-05-15,,,,,,,,,,,,,
99889,,,,,,,,,,,Fiestas de la Virgen del Carmen,2026-07-16,,,,,,,,,,,,,
EFRANK SINING MELO (suplemente) 84454307,,,,,,,,,,,,,,,,,,,,,,,,,
