codigo_dane,departamento,municipio,festival,descripcion,fecha_inicio,fecha_fin,status,fuente
76041,Valle Del Cauca,Ansermanuevo,Fiestas de Ansermanuevo,,,,pendiente,Generado automáticamente
76054,Valle Del Cauca,Argelia,Fiestas de Argelia,,,,pendiente,Generado automáticamente
76100,Valle Del Cauca,Bolívar,Fiestas de Bolívar,,,,pendiente,Generado automáticamente
76109,Valle Del Cauca,Buenaventura,Fiestas de Buenaventura,,,,pendiente,Generado automáticamente
76111,Valle Del Cauca,Guadalajara de Buga,Fiestas de Guadalajara de Buga,,,,pendiente,Generado automáticamente
70001,Sucre,Sincelejo,Fiestas de Sincelejo,,,,pendiente,Generado automáticamente
05002,Antioquia,Abejorral,Fiestas de Abejorral,,,,pendiente,Generado automáticamente
05004,Antioquia,Abriaquí,Fiestas de Abriaquí,,,,pendiente,Generado automáticamente
05021,Antioquia,Alejandría,Fiestas de Alejandría,,,,pendiente,Generado automáticamente
05030,Antioquia,Amagá,Fiestas de Amagá,,,,pendiente,Generado automáticamente
05031,Antioquia,Amalfi,Fiestas de Amalfi,,,,pendiente,Generado automáticamente
05034,Antioquia,Andes,Fiestas de Andes,,,,pendiente,Generado automáticamente
05036,Antioquia,Angelópolis,Fiestas de Angelópolis,,,,pendiente,Generado automáticamente
05038,Antioquia,Angostura,Fiestas de Angostura,,,,pendiente,Generado automáticamente
05040,Antioquia,Anorí,Fiestas de Anorí,,,,pendiente,Generado automáticamente
05042,Antioquia,Santafé de Antioquia,Fiestas de Santafé de Antioquia,,,,pendiente,Generado automáticamente
05044,Antioquia,Anza,Fiestas de Anza,,,,pendiente,Generado automáticamente
05045,Antioquia,Apartadó,Fiestas de Apartadó,,,,pendiente,Generado automáticamente
05051,Antioquia,Arboletes,Fiestas de Arboletes,,,,pendiente,Generado automáticamente
05055,Antioquia,Argelia,Fiestas de Argelia,,,,pendiente,Generado automáticamente
05059,Antioquia,Armenia,Fiestas de Armenia,,,,pendiente,Generado automáticamente
05079,Antioquia,Barbosa,Fiestas de Barbosa,,,,pendiente,Generado automáticamente
05086,Antioquia,Belmira,Fiestas de Belmira,,,,pendiente,Generado automáticamente
05088,Antioquia,Bello,Fiestas de Bello,,,,pendiente,Generado automáticamente
05093,Antioquia,Betulia,Fiestas de Betulia,,,,pendiente,Generado automáticamente
05101,Antioquia,Ciudad Bolívar,Fiestas de Ciudad Bolívar,,,,pendiente,Generado automáticamente
05107,Antioquia,Briceño,Fiestas de Briceño,,,,pendiente,Generado automáticamente
05113,Antioquia,Buriticá,Fiestas de Buriticá,,,,pendiente,Generado automáticamente
05120,Antioquia,Cáceres,Fiestas de Cáceres,,,,pendiente,Generado automáticamente
05125,Antioquia,Caicedo,Fiestas de Caicedo,,,,pendiente,Generado automáticamente
05129,Antioquia,Caldas,Fiestas de Caldas,,,,pendiente,Generado automáticamente
05134,Antioquia,Campamento,Fiestas de Campamento,,,,pendiente,Generado automáticamente
05138,Antioquia,Cañasgordas,Fiestas de Cañasgordas,,,,pendiente,Generado automáticamente
05142,Antioquia,Caracolí,Fiestas de Caracolí,,,,pendiente,Generado automáticamente
05145,Antioquia,Caramanta,Fiestas de Caramanta,,,,pendiente,Generado automáticamente
05147,Antioquia,Carepa,Fiestas de Carepa,,,,pendiente,Generado automáticamente
05148,Antioquia,El Carmen de Viboral,Fiestas de El Carmen de Viboral,,,,pendiente,Generado automáticamente
05150,Antioquia,Carolina,Fiestas de Carolina,,,,pendiente,Generado automáticamente
05154,Antioquia,Caucasia,Fiestas de Caucasia,,,,pendiente,Generado automáticamente
05190,Antioquia,Cisneros,Fiestas de Cisneros,,,,pendiente,Generado automáticamente
05197,Antioquia,Cocorná,Fiestas de Cocorná,,,,pendiente,Generado automáticamente
05206,Antioquia,Concepción,Fiestas de Concepción,,,,pendiente,Generado automáticamente
05209,Antioquia,Concordia,Fiestas de Concordia,,,,pendiente,Generado automáticamente
05212,Antioquia,Copacabana,Fiestas de Copacabana,,,,pendiente,Generado automáticamente
05234,Antioquia,Dabeiba,Fiestas de Dabeiba,,,,pendiente,Generado automáticamente
05237,Antioquia,Don Matías,Fiestas de Don Matías,,,,pendiente,Generado automáticamente
05240,Antioquia,Ebéjico,Fiestas de Ebéjico,,,,pendiente,Generado automáticamente
05250,Antioquia,El Bagre,Fiestas de El Bagre,,,,pendiente,Generado automáticamente
05264,Antioquia,Entrerrios,Fiestas de Entrerrios,,,,pendiente,Generado automáticamente
05266,Antioquia,Envigado,Fiestas de Envigado,,,,pendiente,Generado automáticamente
05282,Antioquia,Fredonia,Fiestas de Fredonia,,,,pendiente,Generado automáticamente
05284,Antioquia,Frontino,Fiestas de Frontino,,,,pendiente,Generado automáticamente
05306,Antioquia,Giraldo,Fiestas de Giraldo,,,,pendiente,Generado automáticamente
05308,Antioquia,Girardota,Fiestas de Girardota,,,,pendiente,Generado automáticamente
05310,Antioquia,Gómez Plata,Fiestas de Gómez Plata,,,,pendiente,Generado automáticamente
05315,Antioquia,Guadalupe,Fiestas de Guadalupe,,,,pendiente,Generado automáticamente
05318,Antioquia,Guarne,Fiestas de Guarne,,,,pendiente,Generado automáticamente
05321,Antioquia,Guatapé,Fiestas de Guatapé,,,,pendiente,Generado automáticamente
05347,Antioquia,Heliconia,Fiestas de Heliconia,,,,pendiente,Generado automáticamente
05353,Antioquia,Hispania,Fiestas de Hispania,,,,pendiente,Generado automáticamente
05360,Antioquia,Itagui,Fiestas de Itagui,,,,pendiente,Generado automáticamente
05361,Antioquia,Ituango,Fiestas de Ituango,,,,pendiente,Generado automáticamente
05364,Antioquia,Jardín,Fiestas de Jardín,,,,pendiente,Generado automáticamente
05368,Antioquia,Jericó,Fiestas de Jericó,,,,pendiente,Generado automáticamente
05376,Antioquia,La Ceja,Fiestas de La Ceja,,,,pendiente,Generado automáticamente
05380,Antioquia,La Estrella,Fiestas de La Estrella,,,,pendiente,Generado automáticamente
05390,Antioquia,La Pintada,Fiestas de La Pintada,,,,pendiente,Generado automáticamente
05400,Antioquia,La Unión,Fiestas de La Unión,,,,pendiente,Generado automáticamente
05411,Antioquia,Liborina,Fiestas de Liborina,,,,pendiente,Generado automáticamente
05425,Antioquia,Maceo,Fiestas de Maceo,,,,pendiente,Generado automáticamente
05440,Antioquia,Marinilla,Fiestas de Marinilla,,,,pendiente,Generado automáticamente
05475,Antioquia,Murindó,Fiestas de Murindó,,,,pendiente,Generado automáticamente
05480,Antioquia,Mutatá,Fiestas de Mutatá,,,,pendiente,Generado automáticamente
05483,Antioquia,Nariño,Fiestas de Nariño,,,,pendiente,Generado automáticamente
05490,Antioquia,Necoclí,Fiestas de Necoclí,,,,pendiente,Generado automáticamente
05495,Antioquia,Nechí,Fiestas de Nechí,,,,pendiente,Generado automáticamente
05501,Antioquia,Olaya,Fiestas de Olaya,,,,pendiente,Generado automáticamente
05541,Antioquia,Peñol,Fiestas de Peñol,,,,pendiente,Generado automáticamente
05543,Antioquia,Peque,Fiestas de Peque,,,,pendiente,Generado automáticamente
05576,Antioquia,Pueblorrico,Fiestas de Pueblorrico,,,,pendiente,Generado automáticamente
05579,Antioquia,Puerto Berrío,Fiestas de Puerto Berrío,,,,pendiente,Generado automáticamente
05585,Antioquia,Puerto Nare,Fiestas de Puerto Nare,,,,pendiente,Generado automáticamente
05591,Antioquia,Puerto Triunfo,Fiestas de Puerto Triunfo,,,,pendiente,Generado automáticamente
05604,Antioquia,Remedios,Fiestas de Remedios,,,,pendiente,Generado automáticamente
05607,Antioquia,Retiro,Fiestas de Retiro,,,,pendiente,Generado automáticamente
05615,Antioquia,Rionegro,Fiestas de Rionegro,,,,pendiente,Generado automáticamente
05628,Antioquia,Sabanalarga,Fiestas de Sabanalarga,,,,pendiente,Generado automáticamente
05642,Antioquia,Salgar,Fiestas de Salgar,,,,pendiente,Generado automáticamente
05647,Antioquia,San Andrés de Cuerquía,Fiestas de San Andrés de Cuerquía,,,,pendiente,Generado automáticamente
76113,Valle Del Cauca,Bugalagrande,Fiestas de Bugalagrande,,,,pendiente,Generado automáticamente
76122,Valle Del Cauca,Caicedonia,Fiestas de Caicedonia,,,,pendiente,Generado automáticamente
76126,Valle Del Cauca,Calima,Fiestas de Calima,,,,pendiente,Generado automáticamente
76130,Valle Del Cauca,Candelaria,Fiestas de Candelaria,,,,pendiente,Generado automáticamente
76147,Valle Del Cauca,Cartago,Fiestas de Cartago,,,,pendiente,Generado automáticamente
76233,Valle Del Cauca,Dagua,Fiestas de Dagua,,,,pendiente,Generado automáticamente
76243,Valle Del Cauca,El Águila,Fiestas de El Águila,,,,pendiente,Generado automáticamente
76246,Valle Del Cauca,El Cairo,Fiestas de El Cairo,,,,pendiente,Generado automáticamente
76248,Valle Del Cauca,El Cerrito,Fiestas de El Cerrito,,,,pendiente,Generado automáticamente
76250,Valle Del Cauca,El Dovio,Fiestas de El Dovio,,,,pendiente,Generado automáticamente
76275,Valle Del Cauca,Florida,Fiestas de Florida,,,,pendiente,Generado automáticamente
76306,Valle Del Cauca,Ginebra,Fiestas de Ginebra,,,,pendiente,Generado automáticamente
76364,Valle Del Cauca,Jamundí,Fiestas de Jamundí,,,,pendiente,Generado automáticamente
76377,Valle Del Cauca,La Cumbre,Fiestas de La Cumbre,,,,pendiente,Generado automáticamente
76400,Valle Del Cauca,La Unión,Fiestas de La Unión,,,,pendiente,Generado automáticamente
76403,Valle Del Cauca,La Victoria,Fiestas de La Victoria,,,,pendiente,Generado automáticamente
76497,Valle Del Cauca,Obando,Fiestas de Obando,,,,pendiente,Generado automáticamente
76520,Valle Del Cauca,Palmira,Fiestas de Palmira,,,,pendiente,Generado automáticamente
76563,Valle Del Cauca,Pradera,Fiestas de Pradera,,,,pendiente,Generado automáticamente
76606,Valle Del Cauca,Restrepo,Fiestas de Restrepo,,,,pendiente,Generado automáticamente
76616,Valle Del Cauca,Riofrío,Fiestas de Riofrío,,,,pendiente,Generado automáticamente
76622,Valle Del Cauca,Roldanillo,Fiestas de Roldanillo,,,,pendiente,Generado automáticamente
76670,Valle Del Cauca,San Pedro,Fiestas de San Pedro,,,,pendiente,Generado automáticamente
76736,Valle Del Cauca,Sevilla,Fiestas de Sevilla,,,,pendiente,Generado automáticamente
76823,Valle Del Cauca,Toro,Fiestas de Toro,,,,pendiente,Generado automáticamente
76828,Valle Del Cauca,Trujillo,Fiestas de Trujillo,,,,pendiente,Generado automáticamente
76834,Valle Del Cauca,Tuluá,Fiestas de Tuluá,,,,pendiente,Generado automáticamente
05652,Antioquia,San Francisco,Fiestas de San Francisco,,,,pendiente,Generado automáticamente
05656,Antioquia,San Jerónimo,Fiestas de San Jerónimo,,,,pendiente,Generado automáticamente
05658,Antioquia,San José de La Montaña,Fiestas de San José de La Montaña,,,,pendiente,Generado automáticamente
05659,Antioquia,San Juan de Urabá,Fiestas de San Juan de Urabá,,,,pendiente,Generado automáticamente
05660,Antioquia,San Luis,Fiestas de San Luis,,,,pendiente,Generado automáticamente
05664,Antioquia,San Pedro,Fiestas de San Pedro,,,,pendiente,Generado automáticamente
05665,Antioquia,San Pedro de Uraba,Fiestas de San Pedro de Uraba,,,,pendiente,Generado automáticamente
05667,Antioquia,San Rafael,Fiestas de San Rafael,,,,pendiente,Generado automáticamente
05670,Antioquia,San Roque,Fiestas de San Roque,,,,pendiente,Generado automáticamente
05679,Antioquia,Santa Bárbara,Fiestas de Santa Bárbara,,,,pendiente,Generado automáticamente
05686,Antioquia,Santa Rosa de Osos,Fiestas de Santa Rosa de Osos,,,,pendiente,Generado automáticamente
05690,Antioquia,Santo Domingo,Fiestas de Santo Domingo,,,,pendiente,Generado automáticamente
05697,Antioquia,El Santuario,Fiestas de El Santuario,,,,pendiente,Generado automáticamente
05736,Antioquia,Segovia,Fiestas de Segovia,,,,pendiente,Generado automáticamente
05756,Antioquia,Sonson,Fiestas de Sonson,,,,pendiente,Generado automáticamente
05761,Antioquia,Sopetrán,Fiestas de Sopetrán,,,,pendiente,Generado automáticamente
05789,Antioquia,Támesis,Fiestas de Támesis,,,,pendiente,Generado automáticamente
05790,Antioquia,Tarazá,Fiestas de Tarazá,,,,pendiente,Generado automáticamente
05792,Antioquia,Tarso,Fiestas de Tarso,,,,pendiente,Generado automáticamente
05809,Antioquia,Titiribí,Fiestas de Titiribí,,,,pendiente,Generado automáticamente
05819,Antioquia,Toledo,Fiestas de Toledo,,,,pendiente,Generado automáticamente
05837,Antioquia,Turbo,Fiestas de Turbo,,,,pendiente,Generado automáticamente
05842,Antioquia,Uramita,Fiestas de Uramita,,,,pendiente,Generado automáticamente
05847,Antioquia,Urrao,Fiestas de Urrao,,,,pendiente,Generado automáticamente
05854,Antioquia,Valdivia,Fiestas de Valdivia,,,,pendiente,Generado automáticamente
05858,Antioquia,Vegachí,Fiestas de Vegachí,,,,pendiente,Generado automáticamente
05861,Antioquia,Venecia,Fiestas de Venecia,,,,pendiente,Generado automáticamente
05873,Antioquia,Vigía del Fuerte,Fiestas de Vigía del Fuerte,,,,pendiente,Generado automáticamente
05885,Antioquia,Yalí,Fiestas de Yalí,,,,pendiente,Generado automáticamente
05887,Antioquia,Yarumal,Fiestas de Yarumal,,,,pendiente,Generado automáticamente
05890,Antioquia,Yolombó,Fiestas de Yolombó,,,,pendiente,Generado automáticamente
05893,Antioquia,Yondó,Fiestas de Yondó,,,,pendiente,Generado automáticamente
88564,Archipiélago De San Andrés,Providencia,Fiestas de Providencia,,,,pendiente,Generado automáticamente
91263,Amazonas,El Encanto,Fiestas de El Encanto,,,,pendiente,Generado automáticamente
91405,Amazonas,La Chorrera,Fiestas de La Chorrera,,,,pendiente,Generado automáticamente
91407,Amazonas,La Pedrera,Fiestas de La Pedrera,,,,pendiente,Generado automáticamente
91430,Amazonas,La Victoria,Fiestas de La Victoria,,,,pendiente,Generado automáticamente
91530,Amazonas,Puerto Alegría,Fiestas de Puerto Alegría,,,,pendiente,Generado automáticamente
91536,Amazonas,Puerto Arica,Fiestas de Puerto Arica,,,,pendiente,Generado automáticamente
91540,Amazonas,Puerto Nariño,Fiestas de Puerto Nariño,,,,pendiente,Generado automáticamente
91669,Amazonas,Puerto Santander,Fiestas de Puerto Santander,,,,pendiente,Generado automáticamente
91798,Amazonas,Tarapacá,Fiestas de Tarapacá,,,,pendiente,Generado automáticamente
94343,Guainía,Barranco Minas,Fiestas de Barranco Minas,,,,pendiente,Generado automáticamente
94663,Guainía,Mapiripana,Fiestas de Mapiripana,,,,pendiente,Generado automáticamente
94883,Guainía,San Felipe,Fiestas de San Felipe,,,,pendiente,Generado automáticamente
94884,Guainía,Puerto Colombia,Fiestas de Puerto Colombia,,,,pendiente,Generado automáticamente
94885,Guainía,La Guadalupe,Fiestas de La Guadalupe,,,,pendiente,Generado automáticamente
94886,Guainía,Cacahual,Fiestas de Cacahual,,,,pendiente,Generado automáticamente
94887,Guainía,Pana Pana,Fiestas de Pana Pana,,,,pendiente,Generado automáticamente
94888,Guainía,Morichal,Fiestas de Morichal,,,,pendiente,Generado automáticamente
95015,Guaviare,Calamar,Fiestas de Calamar,,,,pendiente,Generado automáticamente
95025,Guaviare,El Retorno,Fiestas de El Retorno,,,,pendiente,Generado automáticamente
95200,Guaviare,Miraflores,Fiestas de Miraflores,,,,pendiente,Generado automáticamente
97161,Vaupés,Caruru,Fiestas de Caruru,,,,pendiente,Generado automáticamente
97511,Vaupés,Pacoa,Fiestas de Pacoa,,,,pendiente,Generado automáticamente
97666,Vaupés,Taraira,Fiestas de Taraira,,,,pendiente,Generado automáticamente
91001,Amazonas,Leticia,Fiestas de Leticia,,,,pendiente,Generado automáticamente
